-0.535309	0.658674	-1.000000
-0.015602	-0.980706	-1.000000
-0.508345	0.205690	-1.000000
0.565508	-0.484866	-1.000000
-0.139916	-0.243906	1.000000
0.017465	-0.315195	1.000000
-0.245914	-0.188477	1.000000
-0.213202	-0.096150	1.000000
-0.684346	-0.344346	-1.000000
-0.147161	0.136870	1.000000
0.008789	0.786982	-1.000000
-0.460241	0.407644	-1.000000
0.309719	0.053390	1.000000
-0.273403	-0.895681	-1.000000
0.032786	-0.196243	1.000000
0.113856	0.931989	-1.000000
0.805781	0.277962	-1.000000
-0.461630	-0.810289	-1.000000
-0.081467	-0.184591	1.000000
-0.265082	-0.861389	-1.000000
-0.892220	0.440983	-1.000000
-0.400100	0.279237	1.000000
0.739774	-0.034832	-1.000000
0.620129	-0.235538	-1.000000
-0.822129	0.341003	-1.000000
0.438169	-0.405490	-1.000000
-0.039058	-0.002024	1.000000
0.303307	0.074744	1.000000
-0.898221	-0.318622	-1.000000
-0.808765	0.472040	-1.000000
-0.485996	-0.050808	1.000000
0.136698	0.131772	1.000000
-0.868837	-0.359117	-1.000000
-0.457813	-0.150851	1.000000
0.034355	-0.299858	1.000000
0.778256	0.289464	-1.000000
-0.150679	0.347433	1.000000
-0.342883	0.174545	1.000000
-0.268093	-0.424203	-1.000000
-0.453453	-0.598699	-1.000000
0.252053	-0.187492	1.000000
-0.031985	-0.227876	1.000000
0.905084	0.128089	-1.000000
0.532208	-0.360898	-1.000000
0.027065	-0.011408	1.000000
-0.019609	-0.145225	1.000000
0.842230	-0.411947	-1.000000
0.982987	-0.011591	-1.000000
0.402271	-0.711410	-1.000000
0.539633	0.511847	-1.000000
0.292673	-0.726679	-1.000000
-0.262693	0.069135	1.000000
-0.007110	-0.267669	1.000000
0.441662	-0.671897	-1.000000
-0.159495	0.028601	1.000000
-0.081721	0.177321	1.000000
-0.106198	-0.870203	-1.000000
-0.260012	-0.680718	-1.000000
0.445112	0.298449	-1.000000
-0.509216	-0.058779	-1.000000
0.844765	0.498508	-1.000000
0.050275	-0.058390	1.000000
0.203311	0.043330	1.000000
-0.367502	-0.925419	-1.000000
-0.285104	-0.088080	1.000000
-0.012502	0.075195	1.000000
-0.237823	-0.294248	1.000000
-0.372050	0.049090	1.000000
0.538968	-0.109106	-1.000000
-0.612842	-0.234557	-1.000000
0.038911	-0.284294	1.000000
0.138369	0.380894	1.000000
-0.536542	-0.071110	-1.000000
-0.057098	-0.098473	1.000000
-0.551558	-0.197642	-1.000000
0.002220	0.189709	1.000000
0.154076	0.123695	1.000000
-0.374896	-0.019018	1.000000
-0.258233	0.029243	1.000000
-0.913394	0.310283	-1.000000
-0.729830	-0.243304	-1.000000
0.373865	-0.015155	1.000000
-0.297506	-0.738258	-1.000000
-0.699345	0.178648	-1.000000
-0.298235	0.173718	1.000000
0.000583	-0.001228	1.000000
0.171075	0.101762	1.000000
-0.453135	-0.331135	-1.000000
0.144732	0.205523	1.000000
-0.683331	-0.431257	-1.000000
0.236012	-0.817820	-1.000000
0.664551	0.260945	-1.000000
0.001986	-0.019382	1.000000
-0.298694	-0.517552	-1.000000
-0.342607	0.033195	1.000000
0.518990	-0.473884	-1.000000
0.075317	0.599052	-1.000000
0.001012	-0.005770	1.000000
0.052055	-0.752890	-1.000000
0.178301	0.379631	1.000000
