-0.300024	-0.090132	1.000000
-0.525505	-0.068456	-1.000000
-0.645434	-0.351507	-1.000000
0.537744	0.695895	-1.000000
0.092917	0.471597	1.000000
0.821207	-0.314915	-1.000000
0.032648	-0.114243	1.000000
-0.712651	0.401974	-1.000000
0.099019	-0.430240	1.000000
-0.211760	0.032353	1.000000
-0.547031	-0.004014	-1.000000
-0.195661	0.316282	1.000000
-0.603582	0.035644	-1.000000
-0.171255	0.771682	-1.000000
-0.424509	-0.253928	1.000000
-0.486494	0.613851	-1.000000
-0.312401	0.310316	1.000000
-0.054385	0.391175	1.000000
-0.831532	-0.230008	-1.000000
0.269228	-0.560857	-1.000000
0.017043	0.911406	-1.000000
0.261607	-0.085555	1.000000
0.886803	-0.382603	-1.000000
0.065923	0.029371	1.000000
0.608615	-0.791338	-1.000000
-0.760050	0.247962	-1.000000
0.047667	-0.297012	1.000000
0.866567	-0.445766	-1.000000
0.477248	-0.578377	-1.000000
0.695258	-0.441379	-1.000000
0.594252	0.531138	-1.000000
0.006099	0.018005	1.000000
-0.007014	-0.853017	-1.000000
-0.056233	-0.128303	1.000000
-0.581053	-0.702277	-1.000000
0.682567	-0.302209	-1.000000
0.047060	0.033133	1.000000
0.008786	-0.188285	1.000000
0.543695	-0.492827	-1.000000
-0.400512	-0.243057	1.000000
-0.124346	0.733213	-1.000000
0.270069	0.695836	-1.000000
-0.054690	0.841648	-1.000000
-0.312030	-0.226021	1.000000
0.445512	-0.150847	1.000000
0.322471	0.122579	1.000000
0.696322	0.623355	-1.000000
-0.102615	0.359707	1.000000
-0.230275	-0.437456	1.000000
0.310303	0.118917	1.000000
-0.833433	-0.110936	-1.000000
0.274884	-0.011115	1.000000
-0.134886	0.304918	1.000000
0.546545	-0.712708	-1.000000
-0.006825	0.066020	1.000000
0.107273	0.599543	-1.000000
-0.477280	-0.018843	1.000000
0.840667	0.491929	-1.000000
0.271215	-0.690651	-1.000000
0.060459	0.082961	1.000000
-0.951392	-0.025143	-1.000000
-0.522857	0.302461	-1.000000
0.508447	-0.634260	-1.000000
-0.342171	-0.096130	1.000000
-0.176096	-0.011002	1.000000
-0.427015	-0.030467	1.000000
-0.120076	0.151408	1.000000
0.120858	0.033836	1.000000
-0.280807	-0.061872	1.000000
-0.511594	-0.712104	-1.000000
0.806426	0.453352	-1.000000
0.572541	0.216955	-1.000000
-0.817195	-0.405122	-1.000000
-0.008604	0.476916	1.000000
0.486310	-0.520392	-1.000000
0.729934	0.192495	-1.000000
-0.229340	-0.366279	1.000000
-0.305404	0.703512	-1.000000
0.842302	0.164586	-1.000000
0.643622	0.002808	-1.000000
0.745918	0.506042	-1.000000
-0.203140	-0.325497	1.000000
0.413895	0.188470	1.000000
0.669405	-0.181529	-1.000000
-0.265667	-0.145215	1.000000
0.010462	-0.209992	1.000000
0.043761	0.001041	1.000000
0.477621	-0.011915	1.000000
-0.270148	0.273721	1.000000
-0.306812	-0.500789	-1.000000
-0.276214	-0.071657	1.000000
0.323202	-0.711040	-1.000000
-0.062123	0.310770	1.000000
-0.016171	-0.026118	1.000000
0.798212	-0.178104	-1.000000
0.065493	0.019015	1.000000
-0.390901	0.270574	1.000000
-0.320513	0.479609	-1.000000
-0.577159	0.383134	-1.000000
0.482133	0.420684	-1.000000
